article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,hallucinate,input_tokens,output_tokens
2019-0277028,,,,mediamattersforamerica,"Tucker Carlson's insipid accusation of anti-Trump ""collusion"" by The New York Times",,,4,"Strong bias with charged language ('hoodwink,' 'hate campaign,' 'insipid'), selective framing that presents one interpretation of events as fact, dismissive characterization of opposing views, and omission of Carlson's potential counterarguments or context for his statements.",False,1680,94
2019-0028688,,,,newsbusters,Tim Tebow's Engagement Draws Insulting Media Responses,,,3,"Moderate bias: The article uses selective framing and charged language to present media criticism as unfair, characterizing legitimate editorial commentary as 'insulting' and 'classless,' while presenting Tebow's engagement through an idealized lens and comparing criticism of his personal choices to dismissal of abuse perpetrators, creating a false equivalence.",False,1787,105
2021-0294244,,,,redstate,Watch Joe Biden in 2005 and 1987 Destroy Joe Biden Today on Court-Packing,,,4,"Strong bias with overt advocacy, charged language ('corrupt power grab,' 'throw her thoughts under the bus,' 'politicize'), selective presentation of Biden quotes without full context, and dismissive framing of Biden's cognitive abilities ('How much he has deteriorated since then is really shocking').",False,1538,96
2019-0457420,,,,lewrockwell,Economic Decay Leads to Social and Political Decay,,,3,"Moderate bias with clear editorial stance: uses charged language ('Gulag,' 'perverse system,' 'rot'), selectively presents drug policy arguments without counterarguments, makes sweeping claims about reform ineffectiveness, and advocates strongly for specific structural changes while dismissing alternative solutions as mere 'virtue-signaling.'",False,1690,103
2020-1007138,,,,breitbart,Acting Defense Secretary Chris Miller Thanks Airmen Who Supported Nigerian Hostage Rescue,,,1,"Nearly neutral reporting with minimal bias; straightforward account of an official visit and rescue operation details, though some quotes and framing subtly emphasize positive aspects without substantial counterbalance or critical perspective.",False,1764,74
2021-0548430,,,,djhj,"Jack Maxey Delivered Copy Of Hunter Biden's Laptop To Sen. Grassley, Pleaded For Investigation In Letter- Read It Here",,,4,"Strong bias with charged language ('champion of the truth,' 'sole power keeping,' 'terrify'), selective presentation of facts that assumes criminality without evidence, dismissal of mainstream media as fearful/corrupt, and framing that advocates for a specific investigation while omitting counterarguments or context about the laptop's origins and verification disputes.",False,1702,104
2021-0392344,,,,thepoliticalinsider,The High-Pressure Business Of Selling 'Woke Protection' To Corporations,,,4,"Strong bias through charged language ('woke protection,' 'exploiting cancel culture,' 'Marxist-inspired'), selective framing that presents progressive initiatives negatively while omitting substantive counterarguments, and emphasis on criticism of left-wing groups without balanced presentation of their stated rationale or impact.",False,1676,97
2018-0154972,,,,conservativetribune,Ocasio-Cortez Supporters Love Socialism So Much That They Have Absolutely No Idea How It Works,,,4,"Strong bias through selective framing, loaded language ('mythical utopian,' 'government freebies,' 'clueless'), and dismissive characterization of supporters; presents a one-sided video compilation as evidence while omitting substantive counterarguments about socialist policies or funding mechanisms.",False,1645,95
2017-0071597,,,,breitbart,Showdown: Donald Trump Responds to 'Madman' Kim Jong-Un,,,3,"Moderate bias: The article uses charged language like 'madman' and 'dotard,' selectively quotes inflammatory statements from both sides without providing balanced context or counterarguments, and frames the conflict in antagonistic terms that favor a particular editorial perspective.",False,1274,87
2020-0107690,,,,naturalnews,China to implement PERMANENT ban on wildlife trade in the wake of coronavirus outbreak,,,2,"The article presents factual events (China's wildlife trade ban, coronavirus outbreak details) but uses subtle framing that emphasizes China's accountability and 'shortcomings' while omitting context about wildlife trade's role in disease transmission globally, and contains unexplained copyright symbols suggesting editorial redaction or incomplete sourcing.",False,1620,99
2020-0300064,,,,thegatewaypundit,"CDC Reports the Total Presumed Deaths Related to Coronavirus At 38,000 - Deaths Peaked in Early April",,,4,"Strong bias demonstrated through inflammatory language ('to hell with the average American'), selective presentation of data, unsubstantiated conspiracy claims (suggesting deliberate inflation of death counts for political purposes), and dismissive framing of CDC reporting while promoting alternative sources without proper context.",False,1454,88
2022-0270030,,,,nationalfile,Would-Be Reagan Assassin John Hinckley Books NYC Concert,,,2,"The article reports verifiable facts about John Hinckley's 1981 assassination attempt, his music career, and his scheduled release, but employs mildly loaded language such as 'would-be assassin' and 'failed assassin' (rather than neutral descriptors), and selectively emphasizes sensational elements of his background while presenting his music aspirations without critical perspective.",False,1748,116
2022-0010327,,,,newspunch,Gov. Abbott Sues Biden Administration Over National Guard Vaccine Mandate,,,2,"The article uses selective framing and emphasis that favors Abbott's legal position, focusing heavily on his authority claims while minimizing counterarguments; the phrase 'will not tolerate' is quoted language that conveys strong opposition, and the explanation of legal ambiguity presented as potentially supporting Abbott's case shows subtle bias in how the constitutional questions are characterized.",False,1525,107
2022-0707679,,,,newsbusters,"PolitiFact Helper: Tim Ryan 'Mostly True,' J.D. Vance 'Mostly False' in Ohio Senate Race",,,4,"Strong bias with selective framing and cherry-picked statistics; the article uses charged language ('finesse,' 'mudslinging,' 'Play-Doh') and presents a one-sided accusation of partisan bias at PolitiFact without providing PolitiFact's full reasoning or allowing them to respond to the allegations.",False,1819,103
2020-0961185,,,,investmentwatchblog,Chart: Debt-to-GDP Continues to Rise Around the World,,,1,"Nearly neutral article presenting factual economic data on global debt-to-GDP ratios with minimal editorial bias; language is objective and sources are cited, though the opening framing slightly emphasizes pandemic pessimism.",False,1699,77
2022-0696816,,,,australiannationalreview,"The USDA is Encouraging People to Register Their Garden Under the Guise of a Community Program Called ""The People's Garden""",,,4,"Strong bias through inflammatory framing ('under the guise of,' 'They're literally creating a map,' 'Guess what that map will be used for later?') that presents a legitimate USDA community program as surveillance with sinister intent, while omitting the actual stated purposes and benefits of the program.",False,1675,99
2021-0058922,,,,investmentwatchblog,Are The Democrats Really in a Bear Market?,,,4,"Strong bias with inflammatory language ('traitors,' 'rig elections,' 'communist countries'), unsubstantiated claims ('Democrats are able to rig elections and get away with it'), selective cherry-picked facts, and charged partisan rhetoric throughout that advocates for one political perspective while dismissing the opposing side.",False,1469,98
2022-0348464,,,,veteranstoday,Patrick Lancaster went into Avastol Steel Plant Territory,,,3,"Moderate bias: Article uses selective framing emphasizing Russian/DPR military perspective, presents claims about ceasefire and civilian releases without corroborating sources, omits Ukrainian perspectives, and uses language like 'life is coming back' that suggests normalization of occupation rather than balanced conflict reporting.",False,1708,97
