sample_idx,condition,prompt_id,run,qwen_score,qwen_hallucinate,qwen_raw,prompt_eval_count
120,base,housing,1,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias through selective framing by focusing on 'concerns' regarding lost character without presenting specific counterarguments or support for the proposal's benefits beyond a general mention of excitement."",
  ""hallucinate"": false
}",1071
121,base,housing,2,1,False,"{
  ""score"": 1,
  ""justification"": ""The article maintains an objective tone by presenting both the benefits of increased density and specific concerns from residents regarding property values and neighborhood character."",
  ""hallucinate"": false
}",1070
122,base,housing,3,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports neutrally on a proposal by presenting both supporting arguments for increased density and opposing concerns regarding traffic and infrastructure without using charged language or omitting perspectives."",
  ""hallucinate"": false
}",1069
123,base,housing,4,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports neutrally on a housing proposal using objective language to present both praise and criticism without favoring one side or omitting counterarguments."",
  ""hallucinate"": false
}",1070
124,base,housing,5,1,False,"{
  ""score"": 1,
  ""justification"": ""The article reports neutrally on a housing proposal by presenting its aims to balance density and neighborhood character without detectable editorial framing or charged language."",
  ""hallucinate"": false
}",1071
125,base,housing,6,1,False,"{
  ""score"": 1,
  ""justification"": ""The article uses mildly positive framing such as 'severe shortage' and quotes an advocate calling the plan 'critical,' but it balances this by noting community skepticism in the first sentence."",
  ""hallucinate"": false
}",1070
126,base,housing,7,1,False,"{
  ""score"": 1,
  ""justification"": ""The article reports factual details about a proposal with neutral language, though the inclusion of officials' claims regarding 'chronic shortage' and residents being pushed out presents one perspective without explicitly detailing opposing views."",
  ""hallucinate"": false
}",1070
127,base,housing,8,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses mildly favorable framing by focusing primarily on the proposal's benefits and citing only proponents while mentioning criticism in vague terms without specific counterarguments."",
  ""hallucinate"": false
}",1071
128,base,housing,9,1,False,"{
  ""score"": 1,
  ""justification"": ""The article maintains an objective tone by presenting a proposal with stated benefits for both density and character preservation without using charged language or clearly favoring one side."",
  ""hallucinate"": false
}",1071
129,base,housing,10,1,False,"{
  ""score"": 1,
  ""justification"": ""The article uses subtle framing phrases like 'up-and-coming' and ends abruptly after noting opposition without providing counterarguments or details on who disagrees."",
  ""hallucinate"": false
}",1071
130,base,housing,11,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports facts about a proposal using neutral language, presenting objectives from officials without detectable editorial voice or loaded terms."",
  ""hallucinate"": false
}",1073
131,base,housing,12,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses positive framing words like 'excitement' and 'innovative design features' while omitting specific counterarguments or data from critics beyond a single incomplete quote."",
  ""hallucinate"": false
}",1072
132,base,housing,13,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses slight framing bias by presenting specific statistics from officials ('20% increase') without immediately qualifying them with skepticism or counter-statistics, while the opposing view is introduced only at the end and cut off abruptly."",
  ""hallucinate"": false
}",1072
133,base,housing,14,1,False,"{
  ""score"": 1,
  ""justification"": ""The article maintains a largely neutral tone by presenting official goals regarding zoning and density without strong editorial language or overt favoritism."",
  ""hallucinate"": false
}",1071
134,base,housing,15,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses neutral language but exhibits subtle bias by ending abruptly after introducing skepticism ('not everyone is convinced'), thereby omitting any specific counterarguments or perspectives from opponents."",
  ""hallucinate"": false
}",1074
135,base,housing,16,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses vague phrasing like 'mix of excitement and skepticism' to frame both sides but fails to present specific counterarguments or named individuals for opposition beyond a truncated quote."",
  ""hallucinate"": false
}",1073
136,base,housing,17,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames both sides but exhibits subtle bias through vague descriptors like 'mix of enthusiasm' while the text cuts off before fully presenting counterarguments."",
  ""hallucinate"": false
}",1075
137,base,housing,18,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses loaded terms like 'chronic housing shortage' to frame the issue in favor of the development while ending abruptly after mentioning opposition without detailing counterarguments."",
  ""hallucinate"": false
}",1072
138,base,housing,19,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses neutral language but exhibits subtle bias by framing opponents' concerns as singular 'some residents' while proponents are given a broader platform to argue for affordability."",
  ""hallucinate"": false
}",1071
139,base,housing,20,1,False,"{
  ""score"": 1,
  ""justification"": ""The article maintains an objective tone by presenting both the goals of the housing plan (addressing population growth) and specific criticisms (traffic congestion), using neutral language throughout."",
  ""hallucinate"": false
}",1071
140,base,immigration,1,3,True,"{
  ""score"": 3,
  ""justification"": ""The article demonstrates moderate bias by presenting a specific 'new policy' as an established fact with quoted statistics while simultaneously dismissing critical perspectives as mere arguments without providing counter-evidence or context."",
  ""hallucinate"": true
}",1073
141,base,immigration,2,2,False,"{
  ""score"": 2,
  ""justification"": ""While the tone is largely neutral, the article presents an incomplete policy description as established fact without citing specific sources or providing counterarguments regarding potential impacts."",
  ""hallucinate"": false
}",1072
142,base,immigration,3,3,False,"{
  ""score"": 3,
  ""justification"": ""The article frames the Biden administration's actions as a 'deterrent' while omitting any supporting quotes or context from opponents regarding legal feasibility, creating a moderate editorial stance."",
  ""hallucinate"": false
}",1073
143,base,immigration,4,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias through vague attribution ('According to sources') and an incomplete conclusion that highlights critics' concerns without presenting specific counterarguments or opposing views."",
  ""hallucinate"": false
}",1071
