Title,Page ID,URL,State,School Type,Direct Parent Category
"Jemison High School (Jemison, Alabama)",36321622,"https://en.wikipedia.org/wiki/Jemison_High_School_(Jemison,_Alabama)","Alabama","public","Public high schools in Alabama"
"John Carroll Catholic High School (Alabama)",5520682,"https://en.wikipedia.org/wiki/John_Carroll_Catholic_High_School_(Alabama)","Alabama","unknown","High schools in Birmingham, Alabama"
"Johnson Abernathy Graetz High School",22013259,"https://en.wikipedia.org/wiki/Johnson_Abernathy_Graetz_High_School","Alabama","unknown","High schools in Montgomery, Alabama"
"Kate Duncan Smith DAR School",43519319,"https://en.wikipedia.org/wiki/Kate_Duncan_Smith_DAR_School","Alabama","public","Public K–12 schools in Alabama"
"Keith Middle-High School",30105710,"https://en.wikipedia.org/wiki/Keith_Middle-High_School","Alabama","public","Public high schools in Alabama"
"Kingwood Christian School",70873227,"https://en.wikipedia.org/wiki/Kingwood_Christian_School","Alabama","private","Private K–12 schools in Alabama"
"Kowaliga School",74935909,"https://en.wikipedia.org/wiki/Kowaliga_School","Alabama","unknown","Defunct schools in Alabama"
"L. Frazier Banks High School",7331349,"https://en.wikipedia.org/wiki/L._Frazier_Banks_High_School","Alabama","unknown","High schools in Birmingham, Alabama"
"LAMP High School",21648631,"https://en.wikipedia.org/wiki/LAMP_High_School","Alabama","unknown","High schools in Montgomery, Alabama"
"Lanett City School District",38580297,"https://en.wikipedia.org/wiki/Lanett_City_School_District","Alabama","unknown","Alabama school stubs"
"Lauderdale County High School",20227250,"https://en.wikipedia.org/wiki/Lauderdale_County_High_School","Alabama","public","Public K–12 schools in Alabama"
"Lauderdale County School District (Alabama)",38580304,"https://en.wikipedia.org/wiki/Lauderdale_County_School_District_(Alabama)","Alabama","unknown","Alabama school stubs"
"Lawrence County Schools",38580305,"https://en.wikipedia.org/wiki/Lawrence_County_Schools","Alabama","unknown","Alabama school stubs"
"LeFlore Magnet High School",25020105,"https://en.wikipedia.org/wiki/LeFlore_Magnet_High_School","Alabama","unknown","High schools in Mobile, Alabama"
"Lee County Schools (Alabama)",28284739,"https://en.wikipedia.org/wiki/Lee_County_Schools_(Alabama)","Alabama","unknown","Alabama school stubs"
"Lee High School (Huntsville, Alabama)",18504108,"https://en.wikipedia.org/wiki/Lee_High_School_(Huntsville,_Alabama)","Alabama","unknown","High schools in Huntsville, Alabama"
"Leeds City Schools",40599345,"https://en.wikipedia.org/wiki/Leeds_City_Schools","Alabama","unknown","Alabama school stubs"
"Leeds High School",47806949,"https://en.wikipedia.org/wiki/Leeds_High_School","Alabama","public","Public high schools in Alabama"
"Lincoln Normal School",3912864,"https://en.wikipedia.org/wiki/Lincoln_Normal_School","Alabama","unknown","School buildings on the National Register of Historic Places in Alabama"
"Lincoln School (Huntsville, Alabama)",23054346,"https://en.wikipedia.org/wiki/Lincoln_School_(Huntsville,_Alabama)","Alabama","unknown","School buildings on the National Register of Historic Places in Alabama"
"Linden City Schools",38580315,"https://en.wikipedia.org/wiki/Linden_City_Schools","Alabama","unknown","Alabama school stubs"
"Litchfield High School (Gadsden, Alabama)",29996777,"https://en.wikipedia.org/wiki/Litchfield_High_School_(Gadsden,_Alabama)","Alabama","unknown","Defunct schools in Alabama"
"Livingston High School (Alabama)",59669409,"https://en.wikipedia.org/wiki/Livingston_High_School_(Alabama)","Alabama","public","Public high schools in Alabama"
"Loachapoka High School",28279440,"https://en.wikipedia.org/wiki/Loachapoka_High_School","Alabama","public","Public high schools in Alabama"
"Locust Fork High School",78529520,"https://en.wikipedia.org/wiki/Locust_Fork_High_School","Alabama","public","Public high schools in Alabama"
"Lowndes County Public Schools (Alabama)",59676664,"https://en.wikipedia.org/wiki/Lowndes_County_Public_Schools_(Alabama)","Alabama","unknown","Alabama school stubs"
"Madison City Schools",38580316,"https://en.wikipedia.org/wiki/Madison_City_Schools","Alabama","unknown","Alabama school stubs"
"Madison County High School (Alabama)",25570007,"https://en.wikipedia.org/wiki/Madison_County_High_School_(Alabama)","Alabama","public","Public high schools in Alabama"
"Madison County Schools (Alabama)",38580318,"https://en.wikipedia.org/wiki/Madison_County_Schools_(Alabama)","Alabama","unknown","Alabama school stubs"
"Maplesville High School",3022176,"https://en.wikipedia.org/wiki/Maplesville_High_School","Alabama","public","Public K–12 schools in Alabama"
"Marbury High School",15469735,"https://en.wikipedia.org/wiki/Marbury_High_School","Alabama","public","Public high schools in Alabama"
"Marietta Johnson School of Organic Education",56055656,"https://en.wikipedia.org/wiki/Marietta_Johnson_School_of_Organic_Education","Alabama","unknown","Schools in Alabama"
"Marion County Schools (Alabama)",38580322,"https://en.wikipedia.org/wiki/Marion_County_Schools_(Alabama)","Alabama","unknown","Alabama school stubs"
"Mars Hill Bible School",13263230,"https://en.wikipedia.org/wiki/Mars_Hill_Bible_School","Alabama","private","Preparatory schools in Alabama"
"Marshall County Schools (Alabama)",10697151,"https://en.wikipedia.org/wiki/Marshall_County_Schools_(Alabama)","Alabama","unknown","Alabama school stubs"
"Mary G. Montgomery High School",10007041,"https://en.wikipedia.org/wiki/Mary_G._Montgomery_High_School","Alabama","public","High schools in Mobile County, Alabama"
"Mattie T. Blount High School",13280500,"https://en.wikipedia.org/wiki/Mattie_T._Blount_High_School","Alabama","public","Public high schools in Alabama"
"McAdory High School",16836384,"https://en.wikipedia.org/wiki/McAdory_High_School","Alabama","public","Public high schools in Alabama"
"McGill–Toolen Catholic High School",2980897,"https://en.wikipedia.org/wiki/McGill%E2%80%93Toolen_Catholic_High_School","Alabama","unknown","High schools in Mobile, Alabama"
"McIntosh High School (Alabama)",73113155,"https://en.wikipedia.org/wiki/McIntosh_High_School_(Alabama)","Alabama","public","Public high schools in Alabama"
"McWhorter School of Pharmacy",7202519,"https://en.wikipedia.org/wiki/McWhorter_School_of_Pharmacy","Alabama","unknown","Alabama school stubs"
"Merritt School",57843930,"https://en.wikipedia.org/wiki/Merritt_School","Alabama","unknown","Defunct schools in Alabama"
"Midfield High School",46774973,"https://en.wikipedia.org/wiki/Midfield_High_School","Alabama","public","Public high schools in Alabama"
"Miller's Ferry Normal and Industrial School",74936651,"https://en.wikipedia.org/wiki/Miller%27s_Ferry_Normal_and_Industrial_School","Alabama","unknown","Boarding schools in Alabama"
"Minor High School",38344185,"https://en.wikipedia.org/wiki/Minor_High_School","Alabama","public","Public high schools in Alabama"
"Monroe County High School (Alabama)",28416965,"https://en.wikipedia.org/wiki/Monroe_County_High_School_(Alabama)","Alabama","public","Public high schools in Alabama"
"Monroe County School District (Alabama)",38580335,"https://en.wikipedia.org/wiki/Monroe_County_School_District_(Alabama)","Alabama","unknown","Alabama school stubs"
"Montgomery Catholic Preparatory School",5745284,"https://en.wikipedia.org/wiki/Montgomery_Catholic_Preparatory_School","Alabama","unknown","High schools in Montgomery, Alabama"
"Montgomery High School (Brownville, Alabama)",49047090,"https://en.wikipedia.org/wiki/Montgomery_High_School_(Brownville,_Alabama)","Alabama","public","Public high schools in Alabama"
"Montgomery Industrial School for Girls",53196309,"https://en.wikipedia.org/wiki/Montgomery_Industrial_School_for_Girls","Alabama","unknown","Historically segregated African-American schools in Alabama"
"Moody High School (Alabama)",48277489,"https://en.wikipedia.org/wiki/Moody_High_School_(Alabama)","Alabama","unknown","High schools in Birmingham, Alabama"
"Morgan County Schools (Alabama)",17886875,"https://en.wikipedia.org/wiki/Morgan_County_Schools_(Alabama)","Alabama","unknown","Alabama school stubs"
"Mortimer Jordan High School",4135056,"https://en.wikipedia.org/wiki/Mortimer_Jordan_High_School","Alabama","public","Public high schools in Alabama"
"Mount Sinai School",25911023,"https://en.wikipedia.org/wiki/Mount_Sinai_School","Alabama","unknown","School buildings on the National Register of Historic Places in Alabama"
"Mountain Brook High School",2263059,"https://en.wikipedia.org/wiki/Mountain_Brook_High_School","Alabama","public","Public high schools in Alabama"
"Murphy High School (Alabama)",4014411,"https://en.wikipedia.org/wiki/Murphy_High_School_(Alabama)","Alabama","unknown","High schools in Mobile, Alabama"
"Muscle Shoals City School District",38580339,"https://en.wikipedia.org/wiki/Muscle_Shoals_City_School_District","Alabama","unknown","Alabama school stubs"
"Muscle Shoals High School",14097457,"https://en.wikipedia.org/wiki/Muscle_Shoals_High_School","Alabama","public","Public high schools in Alabama"
"New Hope High School (New Hope, Alabama)",6819950,"https://en.wikipedia.org/wiki/New_Hope_High_School_(New_Hope,_Alabama)","Alabama","public","Public high schools in Alabama"
"New Hope Rosenwald School",22802627,"https://en.wikipedia.org/wiki/New_Hope_Rosenwald_School","Alabama","unknown","School buildings on the National Register of Historic Places in Alabama"
"Northridge High School (Alabama)",12252034,"https://en.wikipedia.org/wiki/Northridge_High_School_(Alabama)","Alabama","public","Public high schools in Alabama"
"Oak Grove High School (Jefferson County, Alabama)",9149932,"https://en.wikipedia.org/wiki/Oak_Grove_High_School_(Jefferson_County,_Alabama)","Alabama","public","Public high schools in Alabama"
"Oak Grove School (Prairieville, Alabama)",20985482,"https://en.wikipedia.org/wiki/Oak_Grove_School_(Prairieville,_Alabama)","Alabama","unknown","School buildings on the National Register of Historic Places in Alabama"
"Oak Mountain High School",14176520,"https://en.wikipedia.org/wiki/Oak_Mountain_High_School","Alabama","public","Public high schools in Alabama"
"Oakman High School",10694781,"https://en.wikipedia.org/wiki/Oakman_High_School","Alabama","public","Public high schools in Alabama"
"Old Girard High School",76507786,"https://en.wikipedia.org/wiki/Old_Girard_High_School","Alabama","unknown","School buildings on the National Register of Historic Places in Alabama"
"Old Rock School (Guntersville, Alabama)",43518509,"https://en.wikipedia.org/wiki/Old_Rock_School_(Guntersville,_Alabama)","Alabama","unknown","School buildings on the National Register of Historic Places in Alabama"
"Oneonta City School District",38580340,"https://en.wikipedia.org/wiki/Oneonta_City_School_District","Alabama","unknown","Alabama school stubs"
"Oneonta High School (Alabama)",73080453,"https://en.wikipedia.org/wiki/Oneonta_High_School_(Alabama)","Alabama","unknown","High schools in Alabama"
"Opelika High School",9960407,"https://en.wikipedia.org/wiki/Opelika_High_School","Alabama","public","Public high schools in Alabama"
"Opp City School District",38580346,"https://en.wikipedia.org/wiki/Opp_City_School_District","Alabama","unknown","Alabama school stubs"
"Orange Beach Middle & High School",68579216,"https://en.wikipedia.org/wiki/Orange_Beach_Middle_%26_High_School","Alabama","public","Public high schools in Alabama"
"Oxford City Schools",38580348,"https://en.wikipedia.org/wiki/Oxford_City_Schools","Alabama","unknown","Alabama school stubs"
"Ozark City Schools",11197617,"https://en.wikipedia.org/wiki/Ozark_City_Schools","Alabama","unknown","Alabama school stubs"
"P.D. Jackson-Olin High School",17845785,"https://en.wikipedia.org/wiki/P.D._Jackson-Olin_High_School","Alabama","unknown","High schools in Birmingham, Alabama"
"Parrish High School",20321790,"https://en.wikipedia.org/wiki/Parrish_High_School","Alabama","public","Public high schools in Alabama"
"Paul W. Bryant High School",24322120,"https://en.wikipedia.org/wiki/Paul_W._Bryant_High_School","Alabama","public","Public high schools in Alabama"
"Pelham City Schools",59677010,"https://en.wikipedia.org/wiki/Pelham_City_Schools","Alabama","unknown","Alabama school stubs"
"Pelham High School (Alabama)",10312840,"https://en.wikipedia.org/wiki/Pelham_High_School_(Alabama)","Alabama","public","Public high schools in Alabama"
"Pell City High School",5601793,"https://en.wikipedia.org/wiki/Pell_City_High_School","Alabama","public","Public high schools in Alabama"
"Pell City School District",38580353,"https://en.wikipedia.org/wiki/Pell_City_School_District","Alabama","unknown","Alabama school stubs"
"Perry County School District (Alabama)",38580356,"https://en.wikipedia.org/wiki/Perry_County_School_District_(Alabama)","Alabama","unknown","Alabama school stubs"
"Phenix City Public Schools",38580360,"https://en.wikipedia.org/wiki/Phenix_City_Public_Schools","Alabama","unknown","Alabama school stubs"
"Pickens County School District (Alabama)",38580363,"https://en.wikipedia.org/wiki/Pickens_County_School_District_(Alabama)","Alabama","unknown","Alabama school stubs"
"Pickensville Rosenwald School",74949296,"https://en.wikipedia.org/wiki/Pickensville_Rosenwald_School","Alabama","unknown","Defunct schools in Alabama"
"Piedmont City School District",38580345,"https://en.wikipedia.org/wiki/Piedmont_City_School_District","Alabama","unknown","Alabama school stubs"
"Pike County Schools (Alabama)",36209637,"https://en.wikipedia.org/wiki/Pike_County_Schools_(Alabama)","Alabama","unknown","Alabama school stubs"
"Pike Road High School",56674425,"https://en.wikipedia.org/wiki/Pike_Road_High_School","Alabama","public","Public high schools in Alabama"
"Pike Road Schools",71227701,"https://en.wikipedia.org/wiki/Pike_Road_Schools","Alabama","unknown","Alabama school stubs"
